t_dat,customer_id,article_id,price,sales_channel_id
2019-03-26,0001d44dbe7f6c4b35200abdb052c77a87596fe1bdcc37e011580a479e80aa94,0546660001,0.0338813559322033,2
2020-07-01,0001d44dbe7f6c4b35200abdb052c77a87596fe1bdcc37e011580a479e80aa94,0825577003,0.0135423728813559,2
2020-07-21,0001d44dbe7f6c4b35200abdb052c77a87596fe1bdcc37e011580a479e80aa94,0781135008,0.0508305084745762,2
2019-07-25,00023e3dd8618bc63ccad995a5ac62e21177338d642d66b42e0038c6b10f655a,0735516001,0.0243898305084745,2
2019-07-25,00023e3dd8618bc63ccad995a5ac62e21177338d642d66b42e0038c6b10f655a,0755474002,0.0243898305084745,2
2020-02-12,00023e3dd8618bc63ccad995a5ac62e21177338d642d66b42e0038c6b10f655a,0837941001,0.0542203389830508,2
2019-04-16,000c324da8d94bd513ab0d80a235e47fa98d2cef98bd2f1854abca11a5b48a3a,0720346008,0.008457627118644,1
2019-11-03,000c324da8d94bd513ab0d80a235e47fa98d2cef98bd2f1854abca11a5b48a3a,0674606026,0.0271016949152542,2
2020-04-24,000c324da8d94bd513ab0d80a235e47fa98d2cef98bd2f1854abca11a5b48a3a,0816423003,0.0246271186440677,2
2019-08-31,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,0811805002,0.0711694915254237,2
2019-09-08,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,0782875003,0.0338813559322033,2
2020-03-22,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,0611503005,0.0056271186440677,2
2018-10-30,0031ec29a8ec802f8e9e85c038c9c003168eea6345c17139b63bd43e01f80348,0399256001,0.0169322033898305,2
2019-12-23,0031ec29a8ec802f8e9e85c038c9c003168eea6345c17139b63bd43e01f80348,0698328004,0.0050677966101694,1
2020-02-25,0031ec29a8ec802f8e9e85c038c9c003168eea6345c17139b63bd43e01f80348,0749509001,0.0106610169491525,2
2019-01-10,00510b364bab216dd200eb7211c1d6e5345a3efd3b3d72dd1e7c4235a49ccf88,0567475001,0.0220169491525423,2
2019-04-02,00510b364bab216dd200eb7211c1d6e5345a3efd3b3d72dd1e7c4235a49ccf88,0746034001,0.1016779661016949,2
2019-11-07,00510b364bab216dd200eb7211c1d6e5345a3efd3b3d72dd1e7c4235a49ccf88,0788455009,0.0338813559322033,2
2018-12-06,0064dc87f5ef46052ff9cfce969f7f4fe6874e2b23417bdeedfadd26cc26f647,0639471003,0.0304915254237288,2
2019-05-24,0064dc87f5ef46052ff9cfce969f7f4fe6874e2b23417bdeedfadd26cc26f647,0695632013,0.0317457627118644,1
2019-09-22,0064dc87f5ef46052ff9cfce969f7f4fe6874e2b23417bdeedfadd26cc26f647,0805947001,0.0416779661016949,2
2020-09-09,0064dc87f5ef46052ff9cfce969f7f4fe6874e2b23417bdeedfadd26cc26f647,0673677027,0.024864406779661,2
2019-05-23,0067de2fc6153ce6e192010001969d81ca980ddcf19204eeacae65b16ad5c6db,0539723005,0.0220169491525423,2
2019-06-22,0067de2fc6153ce6e192010001969d81ca980ddcf19204eeacae65b16ad5c6db,0732948003,0.0220169491525423,2
2019-09-09,0067de2fc6153ce6e192010001969d81ca980ddcf19204eeacae65b16ad5c6db,0801322002,0.0152372881355932,2
2019-06-24,009403366ba00acca319f4fd5c4c135d8c365576f0a3cae9d43a0e8d48dae929,0715116002,0.0338813559322033,2
2020-03-06,009403366ba00acca319f4fd5c4c135d8c365576f0a3cae9d43a0e8d48dae929,0842028001,0.0423559322033898,2
